Code,ID,Name,FV,ISIN,Industry,Marketcap
532868,DLF,DLF LTD,2,INE271C01023,Residential- Commercial Projects,224795.43
533146,DLINKINDIA,D-LINK (INDIA) LTD,2,INE250K01012,Computers Hardware & Equipments,1100.83
506405,DMCC,DMCC SPECIALITY CHEMICALS LTD,10,INE505A01010,Specialty Chemicals,832.99
543410,DMR,DMR HYDROENGINEERING & INFRASTRUCTURES LTD,10,INE07L501010,Consulting Services,50.08
543306,DODLA,DODLA DAIRY LTD,10,INE021O01019,Dairy Products,5273.14
505526,DOLATALGO,DOLAT ALGOTECH LTD,1,INE966A01022,Stockbroking & Allied,1585.41
542013,DOLFIN,DOLFIN RUBBERS LTD,10,INE666Y01010,Tyres & Rubber Products,168.4
541403,DOLLAR,DOLLAR INDUSTRIES LTD,2,INE325C01035,Garments & Apparels,3091.6
522261,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD,1,INE920A01037,Offshore Support Solution Drilling,1364.16
544045,DOMS,DOMS INDUSTRIES LTD,10,INE321T01012,Stationary,10291.64
512519,DONEAR,DONEAR INDUSTRIES LTD,2,INE668D01028,Other Textile Products,563.11
541299,DLCL,DR LALCHANDANI LABS LTD,10,INE871Z01013,Healthcare Service Provider,9.03
539524,LALPATHLAB,DR. LAL PATHLABS LTD,10,INE600L01024,Healthcare Service Provider,19692.43
500124,DRREDDY,DR.REDDY'S LABORATORIES LTD,5,INE089A01023,Pharmaceuticals,101494.99
526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD,10,INE934C01018,Hospital,1549.54
540144,DRA,DRA CONSULTANTS LTD,10,INE746V01016,Consulting Services,34.24
543268,DRCSYSTEMS,DRC SYSTEMS INDIA LTD,1,INE03RS01027,Computers - Software & Consulting,287.32
543591,DREAMFOLKS,DREAMFOLKS SERVICES LTD,2,INE0JS101016,Airport & Airport services,2745.15
523618,DREDGECORP,DREDGING CORPORATION OF INDIA LTD,10,INE506A01018,Dredging,2156.56
543713,DRONACHRYA,DRONEACHARYA AERIAL INNOVATIONS LTD,10,INE0MQD01015,Diversified Commercial Services,374.1
526677,KEEPLEARN,DSJ KEEP LEARNING LTD,1,INE055C01020,Education,36.7
543388,EQUAL50ADD,DSP NIFTY 50 EQUAL WEIGHT ETF,10,INF740KA1QK2,,
543438,MIDQ50ADD,DSP NIFTY MIDCAP 150 QUALITY 50 ETF,10,INF740KA1QL0,,
543440,NIFTY50ADD,DSP NIFTY 50 ETF,10,INF740KA1CL0,,
543738,BANKETFADD,DSP NIFTY BANK ETF,10,INF740KA1RX3,,
543935,ITETFADD,DSP NIFTY IT ETF,10,INF740KA1SX1,,
543947,SENSEXADD,DSP S&P BSE SENSEX ETF,10,INF740KA1SZ6,,
543948,PSUBANKADD,DSP NIFTY PSU BANK ETF,10,INF740KA1SY9,,
543949,PVTBANKADD,DSP PRIVATE BANK ETF,10,INF740KA1TA7,,
544109,HEALTHADD,DSP NIFTY HEALTHCARE ETF,10,INF740KA1UF4,,
534674,DUCON,DUCON INFRATECHNOLOGIES LTD,1,INE741L01018,Industrial Products,218.09
511634,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD,10,INE919M01026,Civil Construction,0.29
531471,DUKEOFS,DUKE OFFSHORE LTD,10,INE397G01019,Oil Equipment & Services,11.9
504908,DUNCANENG,DUNCAN ENGINEERING LTD,10,INE340F01011,Auto Components & Equipments,166.32
526355,DUROPACK,DUROPACK LTD,10,INE138B01018,Plastic Products - Industrial,49.73
516003,DUROPLY,DUROPLY INDUSTRIES LTD,10,INE932D01010,Plywood Boards/ Laminates,252.48
517437,DUTRON,DUTRON POLYMERS LTD,10,INE940C01015,Plastic Products - Industrial,96
532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD,1,INE366A01041,Sugar,1435.99
532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD,10,INE417B01040,IT Enabled Services,1245.7
505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD,10,INE221B01012,Industrial Products,5881.12
539681,DAL,DYNAMIC ARCHISTRUCTURES LTD,10,INE874E01012,Non Banking Financial Company (NBFC),23.8
540795,DYCL,DYNAMIC CABLES LTD,10,INE600Y01019,Cables - Electricals,908.52
524818,DYNAMIND,DYNAMIC INDUSTRIES LTD,10,INE457C01010,Specialty Chemicals,21.5
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD,10,INE118C01018,Non Banking Financial Company (NBFC),68.09
517238,DYNAVSN,DYNAVISION LTD,10,INE083E01010,Diversified Commercial Services,121.19
532707,DYNPRO,DYNEMIC PRODUCTS LTD,10,INE256H01015,Specialty Chemicals,375.17
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD,1,INE126A01031,Fertilizers,11010.53
543765,EARTH,EARTHSTAHL & ALLOYS LTD,10,INE0O4V01010,Iron & Steel Products,56.38
507917,EASTBUILD,EAST BUILDTECH LTD,10,INE706N01017,Residential- Commercial Projects,5.47
520081,ECSTSTL,EAST COAST STEEL LTD,10,INE315F01013,Iron & Steel Products,14.33
540006,EASTWEST,EAST WEST HOLDINGS LTD,2,INE595R01023,Logistics Solution Provider,85.6
543746,ELIL,EASTERN LOGICA INFOWAY LTD,10,INE0BSU01018,Speciality Retail,354.22
531346,EASTRED,EASTERN TREADS LTD,10,INE500D01015,Tyres & Rubber Products,20.87
542906,EASUN,EASUN CAPITAL MARKETS LTD,10,INE771C01014,Non Banking Financial Company (NBFC),25.62
511074,EASYFIN,EASY FINCORP LTD,10,INE407F01018,Investment Company,23
543272,EASEMYTRIP,EASY TRIP PLANNERS LTD,1,INE07O001026,"Tour, Travel Related Services",7936.97
532927,ECLERX,ECLERX SERVICES LTD,10,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),11943.56
514402,ECOHOTELS,ECO HOTELS AND RESORTS LTD,10,INE638N01012,Hotels & Resorts,107.84
530643,ECORECO,ECO RECYCLING LTD,10,INE316A01038,Waste Management,1026.1
523732,ECOBOAR,ECOBOARD INDUSTRIES LTD,10,INE866A01016,Plywood Boards/ Laminates,54.58
538708,ETIL,ECONO TRADE (INDIA) LTD,10,INE937K01014,Non Banking Financial Company (NBFC),13.18
526703,ECOPLAST,ECOPLAST LTD,10,INE423D01010,Plastic Products - Industrial,102
540063,ECS,ECS BIZTECH LTD,10,INE925Q01024,Computers - Software & Consulting,18.21
532922,EDELWEISS,EDELWEISS FINANCIAL SERVICES LTD,1,INE532F01054,Holding Company,7135.96
532696,EDUCOMP,EDUCOMP SOLUTIONS LTD,2,INE216H01027,Education,44.58
517170,EDVENSWA,EDVENSWA ENTERPRISES LTD,10,INE125G01014,Computers - Software & Consulting,117.76
512008,EFCIL,EFC (I) LTD,2,INE886D01026,Real Estate related services,1964.19
505200,EICHERMOT,EICHER MOTORS LTD,1,INE066A01021,2/3 Wheelers,117870.59
543518,EIGHTY,EIGHTY JEWELLERS LTD,10,INE0KSN01014,Gems- Jewellery And Watches,47.12
523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,10,INE276C01014,Hotels & Resorts,2345.74
500840,EIHOTEL,EIH LTD,2,INE230A01023,Hotels & Resorts,29745.45
540204,EIKO,EIKO LIFESCIENCES LTD,10,INE666Q01016,Specialty Chemicals,67.11
523708,EIMCOELECO,EIMCO ELECON (INDIA) LTD,10,INE158B01016,Industrial Products,1014.02
530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD,5,INE906L01025,Diversified Commercial Services,3.44
531364,EKANSH,EKANSH CONCEPTS LTD,10,INE005E01013,Consulting Services,86.23
543475,EKENNIS,EKENNIS SOFTWARE SERVICE LTD,10,INE0KCM01010,IT Enabled Services,16.46
543284,EKI,EKI ENERGY SERVICES LTD,10,INE0CPR01018,Consulting Services,937.73
531144,ELFORGE,EL FORGE LTD,10,INE158F01017,Auto Components & Equipments,27.68
532820,ELAND,E-LAND APPAREL LIMITED,10,INE311H01018,Other Textile Products,40.98
513452,ELANGO,ELANGO INDUSTRIES LTD,10,INE594D01018,Iron & Steel Products,4.59
500123,ELANTAS,ELANTAS BECK INDIA LTD,10,INE280B01018,Specialty Chemicals,6974.5
503681,ELCIDIN,ELCID INVESTMENTS LTD,10,INE927X01018,Non Banking Financial Company (NBFC),0.07
523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD,2,INE668G01021,Residential- Commercial Projects,940.08
505700,ELECON,ELECON ENGINEERING CO.LTD,2,INE205B01023,Industrial Products,10901.91
543626,EMIL,ELECTRONICS MART INDIA LTD,10,INE02YR01019,Diversified Retail,7825.79
500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD,1,INE086A01029,Iron & Steel Products,11303.45
526608,ELECTHERM,ELECTROTHERM (INDIA) LTD,10,INE822G01016,Iron & Steel Products,824.4
526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD,10,INE152E01013,Other Agricultural Products,13.7
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD,10,INE095B01010,Granites & Marbles,92.31
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD,1,INE285A01027,Compressors- Pumps & Diesel Engines,20443.8
543725,ELIN,ELIN ELECTRONICS LTD,5,INE050401020,Household Appliances,733.22
539533,ELITECON,ELITECON INTERNATIONAL LTD,10,INE669R01018,Trading & Distributors,1.27
531278,ELIXIR,ELIXIR CAPITAL LTD,10,INE785D01012,Other Financial Services,48.32
517477,ELNET,ELNET TECHNOLOGIES LTD,10,INE033C01019,IT Enabled Services,133.88
504000,ELPROINTL,ELPRO INTERNATIONAL LTD,1,INE579B01039,Residential- Commercial Projects,1560.73
522027,EMAINDIA,EMA INDIA LTD,10,INE279D01016,Industrial Products,3.22
531162,EMAMILTD,EMAMI LTD,1,INE548C01032,Personal Care,19885.94
533208,EMAMIPAP,EMAMI PAPER MILLS LTD,2,INE830C01026,Paper & Paper Products,709.96
533218,EMAMIREAL,EMAMI REALTY LTD,2,INE778K01012,Residential- Commercial Projects,446.94
538882,EMERALD,EMERALD FINANCE LTD,10,INE030Q01015,Non Banking Financial Company (NBFC),103.27
507265,EMERALL,EMERALD LEISURES LTD,5,INE044N01021,Hotels & Resorts,60.2
506180,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS LTD,10,INE668L01013,Trading - Metals,41.24
532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD,10,INE296H01011,Stockbroking & Allied,404.62
533161,EMMBI,EMMBI INDUSTRIES LTD,10,INE753K01015,Packaging,188.63
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD,10,INE634B01016,Commodity Chemicals,18.87
509525,EMPIND,EMPIRE INDUSTRIES LTD,10,INE515H01014,Diversified,628.68
504351,EMPOWER,EMPOWER INDIA LTD,1,INE507F01023,Computers - Software & Consulting,252.54
543983,EMSLIMITED,EMS LTD,10,INE0OV601013,Water Supply & Management,2323.41
543533,EMUDHRA,EMUDHRA LTD,5,INE01QM01018,IT Enabled Services,5565
512441,ENBETRD,ENBEE TRADE & FINANCE LTD,10,INE993I01011,Diversified Commercial Services,17.26
538684,ENCASH,ENCASH ENTERTAINMENT LTD,10,INE552Q01018,Film Production- Distribution & Exhibition,11.3
530733,ENCODE,ENCODE PACKAGING INDIA LTD,10,INE900O01014,Print Media,3.69
540153,ENDURANCE,ENDURANCE TECHNOLOGIES LTD,10,INE913H01037,Auto Components & Equipments,26407.34
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD,10,INE306C01019,Power Generation,112.96
532178,ENGINERSIN,ENGINEERS INDIA LTD,5,INE510A01028,Civil Construction,12272.2
533477,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD,5,INE130L01014,Auto Components & Equipments,993.11
544122,ENTERO,ENTERO HEALTHCARE SOLUTIONS LTD,10,INE010601016,Pharmacy Retail,5094.86
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD,10,INE439G01019,Trading & Distributors,8.8
532700,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD,10,INE265F01028,Media & Entertainment,1268.51
500246,ENVAIREL,ENVAIR ELECTRODYNE LTD,10,INE601C01013,Industrial Products,104.35
543595,EPBIO,EP BIOCOMPOSITES LTD,10,INE0D2I01014,Waste Management,24.38
544095,EPACK,EPACK DURABLE LTD,10,INE0G5901015,Household Appliances,1764.61
530407,EPIC,EPIC ENERGY LTD,10,INE932F01015,Non Banking Financial Company (NBFC),6.59
543332,EPIGRAL,EPIGRAL LTD,10,INE071N01016,Specialty Chemicals,5440.16
500135,EPL,EPL LTD,2,INE255A01020,Packaging,5928.21
531155,EPSOMPRO,EPSOM PROPERTIES LTD,10,INE601F01016,Residential- Commercial Projects,4.92
532092,EPUJA,EPUJA SPIRITECH LTD,1,INE807D01030,Non Banking Financial Company (NBFC),46.26
590057,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LTD,1,INE217G01035,Computers - Software & Consulting,292.58
543243,EQUITASBNK,EQUITAS SMALL FINANCE BANK LTD,10,INE063P01018,Other Bank,11410.16
531035,ERAAYA,ERAAYA LIFESPACES LTD,10,INE432F01024,2/3 Wheelers,697.78
540596,ERIS,ERIS LIFESCIENCES LTD,1,INE406M01024,Pharmaceuticals,11507.99
533261,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD,10,INE416L01017,Film Production- Distribution & Exhibition,197.2
530909,ERPSOFT,ERP SOFT SYSTEMS LTD,10,INE308B01017,Diversified Commercial Services,34.06
531502,ESARIND,ESAAR (INDIA) LTD,10,INE404L01039,Diversified Commercial Services,15.82
500133,ESABINDIA,ESAB INDIA LTD,10,INE284A01012,Other Industrial Products,7844.51
544020,ESAFSFB,ESAF SMALL FINANCE BANK LTD,10,INE818W01011,Other Bank,3142.73
540455,ESCORP,ESCORP ASSET MANAGEMENT LTD,10,INE953W01016,Other Financial Services,95.59
500495,ESCORTS,ESCORTS KUBOTA LTD,10,INE042A01014,Tractors,33402.52
531259,ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED,10,INE328F01016,Advertising & Media Agencies,5.22
532016,ESPIRE,ESPIRE HOSPITALITY LIMITED,10,INE176O01011,Hotels & Resorts,195.35
533704,ESSARSHPNG,ESSAR SHIPPING LTD,10,INE122M01019,Shipping,555.52
500136,ESTER,ESTER INDUSTRIES LTD,5,INE778B01029,Packaging,794.24
543532,ETHOSLTD,ETHOS LTD,10,INE04TZ01018,Gems- Jewellery And Watches,6012.4
537707,ETT,ETT LTD,10,INE546I01017,Residential- Commercial Projects,20.08
544094,EUPHORIAIT,EUPHORIA INFOTECH (INDIA) LTD,10,INE0PYT01018,IT Enabled Services,20.68
543482,EUREKAFORBE,EUREKA FORBES LTD,10,INE0KCE01017,Household Appliances,8948.21
521137,EUREKAI,EUREKA INDUSTRIES LTD,10,INE958A01011,Other Textile Products,3.14
530929,EUROASIA,EURO ASIA EXPORTS LTD,10,INE535P01015,Trading & Distributors,2.9
526468,EUROLED,EURO LEDER FASHION LTD,10,INE940E01011,Gems- Jewellery And Watches,10.29
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD,10,INE022C01012,Other Textile Products,13.88
542668,EVANS,EVANS ELECTRIC LTD,10,INE06TD01010,Diversified Commercial Services,62.84
531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD,5,INE128A01029,Household Products,2517.52
508906,EVERESTIND,EVEREST INDUSTRIES LTD,10,INE295A01018,Other Construction Materials,1846.28
532684,EKC,EVEREST KANTO CYLINDER LTD,2,INE184H01027,Industrial Products,1645.53
524790,EVERESTO,EVEREST ORGANICS LTD,10,INE334C01029,Pharmaceuticals,99.44
514358,EVERFIN,EVERLON FINANCIALS LTD,10,INE339D01034,Non Banking Financial Company (NBFC),45.95
524444,EVEXIA,EVEXIA LIFECARE LTD,1,INE313M01030,Edible Oil,199.66
543500,EVOQ,EVOQ REMEDIES LTD,10,INE0JVD01011,Trading & Distributors,15.23
533090,EXCEL,EXCEL REALTY N INFRA LTD,1,INE688J01023,Trading & Distributors,74.77
500650,EXCELINDUS,EXCEL INDUSTRIES LTD,5,INE369A01029,Specialty Chemicals,1136.96
543895,EXHICON,EXHICON EVENTS MEDIA SOLUTIONS LTD,10,INE0O8901016,Other Consumer Services,402.23
544133,EXICOM,EXICOM TELE-SYSTEMS LTD,10,INE777F01014,Heavy Electrical Equipment,2923.35
500086,EXIDEIND,EXIDE INDUSTRIES LTD,1,INE302A01020,Auto Components & Equipments,33804.5
533121,EXPLEOSOL,EXPLEO SOLUTIONS LTD,10,INE201K01015,IT Enabled Services,2012.06
530571,EXPLICITFIN,EXPLICIT FINANCE LTD,10,INE335G01019,Diversified Commercial Services,5.17
526614,EXPOGAS,EXPO GAS CONTAINERS LTD,4,INE561D01025,Other Industrial Products,54.71
543327,EXXARO,EXXARO TILES LTD,10,INE0GFE01018,Ceramics,452.2
512099,EY,EYANTRA VENTURES LTD,10,INE750G01019,Gems- Jewellery And Watches,175.37
539552,FMEC,F MEC INTERNATIONAL FINANCIAL SERVICES LTD,10,INE108T01013,Non Banking Financial Company (NBFC),80.51
543444,FABINO,FABINO LIFE SCIENCES LTD,10,INE0DRT01018,Pharmaceuticals,6.77
532656,FACORALL,FACOR ALLOYS LTD,1,INE828G01013,Ferro & Silica Manganese,161.13
543252,FAIRCHEMOR,FAIRCHEM ORGANICS LTD,10,INE0DNW01011,Specialty Chemicals,1664.46
516110,FAMILYCARE,FAMILY CARE HOSPITALS LTD,10,INE146N01016,Healthcare Service Provider,43.75
530079,FAZE3Q,FAZE THREE LTD,10,INE963C01033,Other Textile Products,950.02
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD,1,INE512B01022,IT Enabled Services,724.85
531599,FDC,FDC LTD,1,INE258B01022,Pharmaceuticals,7332.15
544027,FEDFINA,FEDBANK FINANCIAL SERVICES LTD,10,INE007N01010,Non Banking Financial Company (NBFC),4549
500469,FEDERALBNK,FEDERAL BANK LTD,2,INE171A01029,Private Sector Bank,37969.62
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD,10,INE529A01010,Auto Components & Equipments,2038.08
506414,FERMENTA,FERMENTA BIOTECH LTD,5,INE225B01021,Pharmaceuticals,513.57
590024,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD,10,INE188A01015,Fertilizers,43816.48
533896,FERVENTSYN,FERVENT SYNERGIES LTD,10,INE258M01011,Trading & Distributors,51.45
500142,FGP,FGP LTD,10,INE512A01016,Non Banking Financial Company (NBFC),8.48
507910,FIBERWEB,FIBERWEB (INDIA) LTD,10,INE296C01020,Other Textile Products,98.41
532768,FIEMIND,FIEM INDUSTRIES LTD,10,INE737H01014,Auto Components & Equipments,2980.57
532022,FILATFASH,FILATEX FASHIONS LTD,5,INE185E01013,Other Textile Products,2195.19
526227,FILATEX,FILATEX INDIA LTD,1,INE816B01035,Other Textile Products,2644.05
539098,FILTRA,FILTRA CONSULTANTS AND ENGINEERS LTD,10,INE541R01019,Other Utilities,62.86
541557,FINEORG,FINE ORGANIC INDUSTRIES LTD,5,INE686Y01026,Specialty Chemicals,13339.39
517264,FINELINE,FINE-LINE CIRCUITS LTD,10,INE087E01011,Computers Hardware & Equipments,37.44
533333,FCL,FINEOTEX CHEMICAL LTD,2,INE045J01026,Specialty Chemicals,4333.68
508954,FINKURVE,FINKURVE FINANCIAL SERVICES LTD,1,INE734I01027,Non Banking Financial Company (NBFC),868.6
543386,FINOPB,FINO PAYMENTS BANK LTD,10,INE02NC01014,Other Bank,2385.75
500144,FINCABLES,FINOLEX CABLES LTD,2,INE235A01022,Cables - Electricals,15298.52
500940,FINPIPE,FINOLEX INDUSTRIES LTD,2,INE183A01024,Plastic Products - Industrial,15412.65
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD,10,INE609B01018,Non Banking Financial Company (NBFC),8.11
532379,FIRSTFIN,FIRST FINTEC LTD,10,INE683B01047,Software Products,6.63
532809,FSL,FIRSTSOURCE SOLUTIONS LTD,10,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),14187.25
524743,FISCHER,FISCHER CHEMIC LTD,10,INE771F01025,Commodity Chemicals,3399.12
543663,FIVESTAR,FIVE-STAR BUSINESS FINANCE LTD,1,INE128S01021,Non Banking Financial Company (NBFC),21299.08
544030,FLAIR,FLAIR WRITING INDUSTRIES LTD,5,INE00Y201027,Stationary,3056.99
523672,FLEXFO,FLEX FOODS LTD,10,INE954B01018,Other Agricultural Products,138.82
533638,FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LTD,10,INE060J01017,Other Textile Products,112.88
504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LTD,10,INE952M01019,Logistics Solution Provider,51.88
540267,FLORACORP,FLORA CORPORATION LTD,10,INE318U01016,Trading & Distributors,8.04
530705,FLORATX,FLORA TEXTILES LTD,10,INE161F01011,Other Textile Products,5.63
522017,FLUIDOM,FLUIDOMAT LTD,10,INE459C01016,Industrial Products,302.1
543312,FOCUS,FOCUS BUSINESS SOLUTION LTD,10,INE0DXR01010,Computers - Software & Consulting,26.39
543521,FONE4,FONE4 COMMUNICATIONS (INDIA) LTD,10,INE0L3H01014,E-Retail/ E-Commerce,7.42
507552,FOODSIN,FOODS & INNS LTD,1,INE976E01023,Packaged Foods,858.16
502865,FORBESCO,FORBES & COMPANY LTD,10,INE518A01013,Household Appliances,624.49
500033,FORCEMOT,FORCE MOTORS LTD,10,INE451A01017,Passenger Cars & Utility Vehicles,11395.06
532843,FORTIS,FORTIS HEALTHCARE LTD,10,INE061F01013,Hospital,32493.4
523696,FORTISMLR,FORTIS MALAR HOSPITALS LIMITED,10,INE842B01015,Hospital,105.57
530213,FORINTL,FORTUNE INTERNATIONAL LTD,10,INE501D01013,Trading & Distributors,48.79
500150,FOSECOIND,FOSECO INDIA LTD,10,INE519A01011,Specialty Chemicals,2128.64
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD,10,INE617C01027,Coal,7.93
540190,FRANKLININD,FRANKLIN INDUSTRIES LTD,1,INE789R01022,Trading & Distributors,17.75
539839,FRANKLIN,FRANKLIN LEASING AND FINANCE LTD,10,INE399S01010,Non Banking Financial Company (NBFC),20.09
539032,FRASER,FRASER AND COMPANY LTD,10,INE184Q01010,Trading & Distributors,4.3
539730,FREDUN,FREDUN PHARMACEUTICALS LTD,10,INE194R01017,Pharmaceuticals,366.72
530077,FRSHTRP,FRESHTROP FRUITS LTD,10,INE795D01011,Other Agricultural Products,161.83
508980,FRONTCAP,FRONTIER CAPITAL LTD,10,INE977E01013,Diversified Commercial Services,42.01
522195,FRONTSP,FRONTIER SPRINGS LTD,10,INE572D01014,Auto Components & Equipments,456.77
532042,FRONTCORP,FRONTLINE CORPORATION LTD,10,INE092D01013,Road Transport,21.44
538568,FRUTION,FRUITION VENTURE LTD,10,INE836C01015,Trading & Distributors,22.8
543384,NYKAA,FSN E-COMMERCE VENTURES LTD,1,INE388Y01029,E-Retail/ E-Commerce,50865.1
530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LTD,10,INE365H01014,Investment Company,45.17
543652,FUSION,FUSION MICRO FINANCE LTD,10,INE139R01012,Microfinance Institutions,4896.12
533400,FCONSUMER,FUTURE CONSUMER LTD,6,INE220J01025,Diversified Retail,181.73
523574,FEL,FUTURE ENTERPRISES LTD,2,INE623B01027,Diversified Retail,33.21
570002,FELDVR,FUTURE ENTERPRISES LTD_DVR,2,IN9623B01058,Diversified Retail,19.37
536507,FLFL,FUTURE LIFESTYLE FASHIONS LTD,2,INE452O01016,Diversified Retail,42.37
533296,FMNL,FUTURE MARKET NETWORKS LTD,10,INE360L01017,Diversified Commercial Services,38.21
540798,FSC,FUTURE SUPPLY CHAIN SOLUTIONS LTD,10,INE935Q01015,Logistics Solution Provider,29.62
523113,FUTURSEC,FUTURISTIC SECURITIES LTD,10,INE425D01015,Non Banking Financial Company (NBFC),3.96
534063,FUTSOL,FUTURISTIC SOLUTIONS LTD,10,INE241F01011,Other Financial Services,96.25
540614,GGENG,G G ENGINEERING LTD,1,INE694X01030,Heavy Electrical Equipment,182.06
543239,GMPL,G M POLYPLAST LTD,10,INE0E2801015,Plastic Products - Industrial,254.05
540124,GNA,G N A AXLES LTD,10,INE934S01014,Auto Components & Equipments,1776.26
543317,GRINFRA,G R INFRAPROJECTS LTD,5,INE201P01022,Civil Construction,13072.35
505250,GGDPROP,G. G. DANDEKAR PROPERTIES LTD,1,INE631D01026,Industrial Products,51.88
542666,GKP,G. K. P. PRINTING & PACKAGING LTD,10,INE05QJ01015,Packaging,23.82
504346,GDTRAGN,G.D.TRADING & AGENCIES LTD,10,INE713N01013,Other Financial Services,0.15
531399,GGAUTO,G.G.AUTOMOTIVE GEARS LTD,10,INE493B01017,Auto Components & Equipments,84.39
531758,GKCONS,G.K.CONSULTANTS LTD,10,INE131D01019,Non Banking Financial Company (NBFC),5.94
507488,GMBREW,G.M.BREWERIES LTD,10,INE075D01018,Breweries & Distilleries,1409.84
513059,GSAUTO,G.S.AUTO INTERNATIONAL LTD,5,INE736H01024,Auto Components & Equipments,56.68
523277,GVFILM,GV FILMS LTD,1,INE395B01048,Film Production- Distribution & Exhibition,76.83
505714,GABRIEL,GABRIEL INDIA LTD,1,INE524A01029,Auto Components & Equipments,5158.97
544108,GPSL,GABRIEL PET STRAPS LTD,10,INE0QZF01012,Other Industrial Products,35.47
531723,GATECH,GACM TECHNOLOGIES LTD,1,INE224E01028,Other Financial Services,48.32
570005,GATECHDVR,GACM TECHNOLOGIES LTD,1,INE224E01036,Other Financial Services,21.28
502850,ZGAEKWAR,GAEKWAR MILLS LTD,10,INE837X01027,Other Textile Products,2.5
524624,GAGAN,GAGAN GASES LTD,10,INE076D01016,Industrial Gases,10.37
532155,GAIL,GAIL (INDIA) LTD,10,INE129A01019,Gas Transmission/Marketing,132258.13
538609,GAJANANSEC,GAJANAN SECURITIES SERVICES LTD,10,INE868G01019,Other Financial Services,15.54
539228,GGPL,GALA GLOBAL PRODUCTS LTD,5,INE480S01026,Stationary,22.6
542802,GALACTICO,GALACTICO CORPORATE SERVICES LTD,1,INE906Y01028,Diversified,67.65
538881,GALADAFIN,GALADA FINANCE LTD,10,INE243E01010,Non Banking Financial Company (NBFC),4.41
531911,GALAGEX,GALAXY AGRICO EXPORTS LTD,10,INE803L01016,Industrial Products,13.12
526073,GALXBRG,GALAXY BEARINGS LTD,10,INE020S01012,Abrasives & Bearings,469
506186,GCKL,GALAXY CLOUD KITCHENS LTD,10,INE403B01016,Packaged Foods,65.16
540935,GALAXYSURF,GALAXY SURFACTANTS LTD,10,INE600K01018,Specialty Chemicals,9249.79
532726,GALLANTT,GALLANTT ISPAT LTD,10,INE297H01019,Iron & Steel Products,5040.36
531902,GALLOPENT,GALLOPS ENTERPRISE LTD,10,INE755J01012,Residential- Commercial Projects,12.23
544029,GANDHAR,GANDHAR OIL REFINERY (INDIA) LTD,2,INE717W01049,Lubricants,2150.69
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD,5,INE524B01027,Iron & Steel Products,910.06
500153,GANESHBE,GANESH BENZOPLAST LTD,1,INE388A01029,Oil Storage & Transportation,1257.3
504397,GANHOLD,GANESH HOLDINGS LTD,10,INE932M01011,Diversified Commercial Services,3.28
526367,GANESHHOUC,GANESH HOUSING CORPORATION LTD,10,INE460C01014,Residential- Commercial Projects,6430.81
514167,GANECOS,GANESHA ECOSPHERE LTD,10,INE845D01014,Other Textile Products,2591.73
539041,GANVERSE,GANESHA ECOVERSE LTD,10,INE369Q01017,Trading & Distributors,86.07
531813,GANGAPA,GANGA PAPERS INDIA LTD,10,INE278O01015,Paper & Paper Products,106.8
