Code,ID,Name,FV,ISIN,Industry,Marketcap
533022,20MICRONS,20 MICRONS LTD,5,INE144J01027,Industrial Minerals,540.41
542772,360ONE,360 ONE WAM LTD,1,INE466L01038,Stockbroking & Allied,26855.49
532067,3BBLACKBIO,3B BLACKBIO DX LTD,10,INE994E01018,Healthcare Service Provider,583
532628,3IINFOLTD,3I INFOTECH LTD,10,INE748C01038,Computers - Software & Consulting,706.2
523395,3MINDIA,3M INDIA LTD,10,INE470A01017,Diversified,33372.77
516092,3PLAND,3P LAND HOLDINGS LTD,2,INE105C01023,Investment Company,59.22
540776,5PAISA,5PAISA CAPITAL LTD,10,INE618L01018,Stockbroking & Allied,1727.67
526881,63MOONS,63 MOONS TECHNOLOGIES LTD,2,INE111B01023,Computers - Software & Consulting,1842.68
540615,7NR,7NR RETAIL LTD,10,INE413X01035,Speciality Retail,161.6
540874,7SEASL,7SEAS ENTERTAINMENT LTD,10,INE454F01010,Digital Entertainment,93.13
538351,AFEL,A.F. ENTERPRISES LTD,10,INE663P01015,Trading & Distributors,9.06
539300,AKSPINTEX,A.K. SPINTEX LTD,10,INE671K01019,Other Textile Products,67.93
530499,AKCAPIT,A.K.CAPITAL SERVICES LTD,10,INE701G01012,Non Banking Financial Company (NBFC),604.56
542012,AAL,A-1 ACID LTD,10,INE911Z01017,Trading - Chemicals,412.62
533292,A2ZINFRA,A2Z INFRA ENGINEERING LIMITED,10,INE619I01012,Civil Construction,234.24
543319,AAPLUSTRAD,AA PLUS TRADELINK LTD,10,INE0C5901014,Trading & Distributors,31.82
543671,AAATECH,AAA TECHNOLOGIES LTD,10,INE0D0U01013,Consulting Services,124.16
530027,AADIIND,AADI INDUSTRIES LTD,10,INE563D01013,Petrochemicals,6.35
539096,AANANDALAK,AANANDA LAKSHMI SPINNING MILLS LTD,10,INE197R01010,Other Textile Products,7.16
542377,AARSHYAM,AAR SHYAM INDIA INVESTMENT COMPANY LTD,10,INE512R01010,Non Banking Financial Company (NBFC),2.82
524412,AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS LTD,10,INE198H01019,Pharmaceuticals,123.88
539562,AARNAV,AARNAV FASHIONS LTD,10,INE750R01016,Trading - Textile Products,123.72
542580,AARTECH,AARTECH SOLONICS LTD,10,INE01C001018,Heavy Electrical Equipment,190.25
524348,AARTIDRUGS,AARTI DRUGS LTD,10,INE767A01016,Pharmaceuticals,4636.74
524208,AARTIIND,AARTI INDUSTRIES LTD,5,INE769A01020,Specialty Chemicals,27233.12
543748,AARTIPHARM,AARTI PHARMALABS LTD,5,INE0LRU01027,Pharmaceuticals,4071.83
543210,AARTISURF,AARTI SURFACTANTS LTD,10,INE09EO01013,Specialty Chemicals,556.74
514274,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD,10,INE273D01019,Other Textile Products,65.05
543346,AASHKA,AASHKA HOSPITALS LTD,10,INE0EAX01014,Hospital,177.84
511764,AASTAFIN,AASTAMANGALAM FINANCE LTD,10,INE819K01014,Non Banking Financial Company (NBFC),37.91
541988,AAVAS,AAVAS FINANCIERS LTD,10,INE216P01012,Housing Finance Company,12412.27
539528,AAYUSH,AAYUSH FOOD AND HERBS LTD,10,INE430R01015,Packaged Foods,67.17
523204,ABAN,ABAN OFFSHORE LTD,2,INE421A01028,Offshore Support Solution Drilling,366.88
512165,ABANSENT,ABANS ENTERPRISES LTD,10,INE365O01010,Trading - Metals,181.35
543712,AHL,ABANS HOLDINGS LTD,2,INE00ZE01026,Holding Company,2129.45
500002,ABB,ABB INDIA LIMITED,2,INE117A01022,Heavy Electrical Equipment,143025.44
500488,ABBOTINDIA,ABBOTT INDIA LTD,10,INE358A01014,Pharmaceuticals,56237.98
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD,10,INE173M01012,Copper,14.51
520123,ABCINDQ,ABC INDIA LTD,10,INE125D01011,Road Transport,61.78
539560,ABHIJIT,ABHIJIT TRADING COMPANY LTD,10,INE994N01019,Other Food Products,
532057,ABHICAP,ABHINAV CAPITAL SERVICES LTD,10,INE516F01016,Non Banking Financial Company (NBFC),125.44
538952,ALFL,ABHINAV LEASING & FINANCE LTD,1,INE211D01027,Non Banking Financial Company (NBFC),10.5
538935,ABHIFIN,ABHISHEK FINLEASE LTD,10,INE723C01015,Consulting Services,14.03
539544,ABHIINFRA,ABHISHEK INFRAVENTURES LTD,10,INE281P01016,Residential- Commercial Projects,4.58
511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD,10,INE195I01013,Non Banking Financial Company (NBFC),22.79
531161,ABMKNO,ABM KNOWLEDGEWARE LTD,5,INE850B01026,Software Products,221.62
500410,ACC,ACC LTD,10,INE012A01025,Cement & Cement Products,46343.08
517494,ACCEL,ACCEL LTD,2,INE258C01038,Computers - Software & Consulting,151.07
543938,ACCELERATE,ACCELERATEBS INDIA LTD,10,INE0POP01017,Computers - Software & Consulting,68.59
532268,ACCELYA,ACCELYA SOLUTIONS INDIA LTD,10,INE793A01012,Computers - Software & Consulting,2772.78
530669,ACEENGITEC,ACE ENGITECH LTD,10,INE035401012,IT Enabled Services,6.69
539661,ACEMEN,ACE MEN ENGG WORKS LTD,10,INE023R01018,Distributors,17.15
531525,ACESOFT,ACE SOFTWARE EXPORTS LTD,10,INE849B01010,Software Products,62.47
543499,ACHYUT,ACHYUT HEALTHCARE LTD,10,INE0K1401012,Pharmaceuticals,75.21
517356,ACIIN,ACI INFOCOM LTD,1,INE167B01025,Computers Hardware & Equipments,23.31
530043,ACKNIT,ACKNIT INDUSTRIES LTD,10,INE326C01017,Other Textile Products,78.37
539391,ACME,ACME RESOURCES LTD,10,INE636B01011,Non Banking Financial Company (NBFC),93.73
513149,ACROW,ACROW INDIA LTD,10,INE950D01012,Iron & Steel Products,48
532762,ACE,ACTION CONSTRUCTION EQUIPMENT LTD,2,INE731H01025,Construction Vehicles,17770.19
541144,ACTIVE,ACTIVE CLOTHING CO LTD,10,INE380Z01015,Garments & Apparels,153.65
539254,ADANIENSOL,ADANI ENERGY SOLUTIONS LTD,10,INE931S01010,Power Distribution,119380.03
512599,ADANIENT,ADANI ENTERPRISES LTD,1,INE423A01024,Trading - Minerals,365797.86
541450,ADANIGREEN,ADANI GREEN ENERGY LTD,10,INE364U01010,Power Generation,298526.76
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD,2,INE742F01042,Port & Port services,290247.07
533096,ADANIPOWER,ADANI POWER LTD,10,INE814H01011,Integrated Power Utilities,229565.01
542066,ATGL,ADANI TOTAL GAS LTD,1,INE399L01023,LPG/CNG/PNG/LNG Supplier,104311.49
543458,AWL,ADANI WILMAR LTD,1,INE699H01024,Edible Oil,44877.9
538563,ADARSH,ADARSH MERCANTILE LTD,10,INE673E01018,Trading & Distributors,3.25
526711,ADARSHPL,ADARSH PLANT PROTECT LTD,10,INE627D01016,Pesticides & Agrochemicals,30.51
523411,ADCINDIA,ADC INDIA COMMUNICATIONS LIMITED-$,10,INE833A01016,Telecom - Equipment & Accessories,463.5
539506,ADCON,ADCON CAPITAL SERVICES LTD,1,INE805Q01028,Non Banking Financial Company (NBFC),15.12
507852,ADDIND,ADDI INDUSTRIES LTD,5,INE757C01021,Garments & Apparels,60.06
541865,ASRL,ADD-SHOP ERETAIL LTD,10,INE01B501018,E-Retail/ E-Commerce,68.94
543309,ADESHWAR,ADESHWAR MEDITEX LTD,10,INE0H8J01015,Healthcare Research- Analytics & Technology,44.74
519183,ADFFOODS,ADF FOODS LTD,2,INE982B01027,Packaged Foods,2075.32
539189,ADHBHUTIN,ADHBHUT INFRASTRUCTURE LTD,10,INE578L01014,Residential- Commercial Projects,28.28
780018,ADHIRAJ,ADHIRAJ DISTRIBUTORS LTD,10,INE067R01015,,
532056,ADIEXRE,ADINATH EXIM RESOURCES LTD,10,INE398H01015,Investment Company,11.83
514113,ADINATH,ADINATH TEXTILES LTD,10,INE207C01019,Other Textile Products,19.28
543377,ADISHAKTI,ADISHAKTI LOHA AND ISPAT LTD,10,INE0CWK01019,Iron & Steel Products,4.79
540691,ABCAPITAL,ADITYA BIRLA CAPITAL LTD,10,INE674K01013,Investment Company,52650.44
535755,ABFRL,ADITYA BIRLA FASHION AND RETAIL LTD,10,INE647O01011,Speciality Retail,22167.85
532974,BIRLAMONEY,ADITYA BIRLA MONEY LTD,1,INE865C01022,Stockbroking & Allied,625.05
543374,ABSLAMC,ADITYA BIRLA SUN LIFE AMC LTD,5,INE404A01024,Asset Management Company,14269.16
540008,BSLSENETFG,ADITYA BIRLA SUN LIFE S&P BSE SENSEX ETF,1,INF209KB10E8,,
542230,ABSLNN50ET,ADITYA BIRLA SUN LIFE NIFTY NEXT 50 ETF,1,INF209KB16D7,,
542863,ABSLBANETF,ADITYA BIRLA SUN LIFE NIFTY BANK ETF,1,INF209KB17D5,,
543472,TECH,ADITYA BIRLA SUNLIFE NIFTY IT ETF,1,INF209KB11D8,,
543473,HEALTHY,ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,1,INF209KB10C2,,
543474,BSLNIFTY,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,1,INF209KB19D1,,
543574,NIFTYQLITY,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF,1,INF209KB15K4,,
543575,MOMENTUM,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF,1,INF209KB14K7,,
540146,ACML,ADITYA CONSUMER MARKETING LTD,10,INE427V01013,Diversified Retail,149.19
513513,ADITYA,ADITYA ISPAT LTD,10,INE570B01012,Iron & Steel Products,5.17
521141,ADITYASP,ADITYA SPINNERS LTD,10,INE122D01026,Other Textile Products,41
540205,AVL,ADITYA VISION LTD,10,INE679V01019,Speciality Retail,4304.2
524604,ADLINE,ADLINE CHEM LAB LTD,10,INE276T01018,Pharmaceuticals,15.95
511359,ADMANUM,AD-MANUM FINANCE LTD,10,INE556D01017,Non Banking Financial Company (NBFC),43.13
530431,ADORFO,ADOR FONTECH LTD,2,INE853A01022,Other Industrial Products,494.9
523120,ADORMUL,ADOR MULTIPRODUCTS LTD,10,INE628D01014,Personal Care,18.33
517041,ADORWELD,ADOR WELDING LTD,10,INE045A01017,Other Industrial Products,1930.03
532172,ADROITINFO,ADROIT INFOTECH LTD,10,INE737B01033,IT Enabled Services,97.45
543230,ADVAIT,ADVAIT INFRATECH LTD,10,INE0ALI01010,Cables - Electricals,1377.82
521048,ADVLIFE,ADVANCE LIFESTYLES LTD,10,INE900E01015,Other Textile Products,25.38
534612,AMTL,ADVANCE METERING TECHNOLOGY LTD,5,INE436N01029,Power Generation,62.17
506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD,10,INE334N01018,Commodity Chemicals,19.32
539982,ASYL,ADVANCE SYNTEX LTD,10,INE184U01012,Packaging,8.21
540025,ADVENZYMES,ADVANCED ENZYME TECHNOLOGIES LTD,2,INE837H01020,Biotechnology,4064.81
523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD,2,INE199C01026,Hotels & Resorts,754.76
539773,ADVIKCA,ADVIK CAPITAL LTD,1,INE178T01024,Non Banking Financial Company (NBFC),125.88
500003,AEGISLOG,AEGIS LOGISTICS LTD,1,INE208C01025,Trading - Gas,16872.57
524594,AEONXDIGI,AEONX DIGITAL TECHNOLOGY LTD,10,INE994D01010,Trading - Minerals,55.2
543972,AEROFLEX,AEROFLEX INDUSTRIES LTD,2,INE024001021,Iron & Steel Products,1858.98
534733,AERPACE,AERPACE INDUSTRIES LTD,1,INE175N01023,Iron & Steel Products,205.56
543534,AETHER,AETHER INDUSTRIES LTD,10,INE0BWX01014,Specialty Chemicals,11141.51
542752,AFFLE,AFFLE (INDIA) LTD,2,INE00WC01027,IT Enabled Services,15019.9
541402,AFFORDABLE,AFFORDABLE ROBOTIC & AUTOMATION LTD,10,INE692Z01013,Industrial Products,517.16
530765,AGARWAL,AGARWAL FORTUNE INDIA LTD,10,INE510B01018,Glass - Industrial,8.83
531921,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD,10,INE204E01012,Petrochemicals,1226.69
500187,AGI,AGI GREENPAC LTD,2,INE415A01038,Packaging,5264.75
539042,AGIIL,AGI INFRA LTD,10,INE976R01017,Residential- Commercial Projects,1143.3
516020,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD,10,INE112C01011,Paper & Paper Products,10.93
537292,AGRITECH,AGRI- TECH (INDIA) LTD,10,INE449G01018,Other Agricultural Products,122.99
500215,ATFL,AGRO TECH FOODS LTD,10,INE209A01019,Edible Oil,1729.61
543451,AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,10,INE583L01014,Financial Technology (Fintech),935.65
543941,AHASOLAR,AHASOLAR TECHNOLOGIES LTD,10,INE0NEV01011,E-Retail/ E-Commerce,132.54
532811,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD,2,INE758C01029,Civil Construction,7142.88
522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD,10,INE868C01018,Iron & Steel Products,19.15
532806,AICHAMP,AI CHAMPDANY INDUSTRIES LTD,5,INE768E01024,Jute & Jute Products,155.8
532683,AIAENG,AIA ENGINEERING LTD,2,INE212H01026,Castings & Forgings,36958.97
544072,AIKPIPES,AIK PIPES AND POLYMERS LTD,10,INE0QFT01015,Plastic Products - Industrial,72.54
524288,AIMCOPEST,AIMCO PESTICIDES LTD,10,INE008B01013,Pesticides & Agrochemicals,99.94
531439,GOLDTECH,AION-TECH SOLUTIONS LTD,10,INE805A01014,Computers - Software & Consulting,453.03
543811,AIRAN,AIRAN LTD,2,INE645W01026,IT Enabled Services,326.93
532331,AJANTPHARM,AJANTA PHARMA LTD,2,INE031B01049,Pharmaceuticals,26691.6
519216,AJANTSOY,AJANTA SOYA LTD,2,INE601B01023,Edible Oil,242.98
511692,AJCON,AJCON GLOBAL SERVICES LTD,10,INE759C01019,Other Financial Services,21.03
530713,AJEL,AJEL LTD,10,INE229B01015,Computers - Software & Consulting,18.45
513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD,10,INE298G01027,Residential- Commercial Projects,2897.87
526628,AJWAFUN,AJWA FUN WORLD & RESORT LTD,10,INE863E01015,Amusement Parks/ Other Recreation,13.3
530621,AAIL,AKAR AUTO INDUSTRIES LTD,5,INE864E01021,Auto Components & Equipments,128.49
542020,AKI,AKI INDIA LTD,2,INE642Z01026,Gems- Jewellery And Watches,130.18
540718,AKM,AKM CREATIONS LTD,10,INE777X01017,Other Textile Products,90.94
532351,AKSHOPTFBR,AKSH OPTIFIBRE LTD,5,INE523B01011,Telecom - Equipment & Accessories,150.01
541303,AKSHAR,AKSHAR SPINTEX LTD,1,INE256Z01025,Other Textile Products,78
524598,AKSHARCHEM,AKSHARCHEM (INDIA) LTD,10,INE542B01011,Dyes And Pigments,224.93
500710,AKZOINDIA,AKZO NOBEL INDIA LIMITED,10,INE133A01011,Paints,11191.08
535916,ALSL,ALACRITY SECURITIES LTD,10,INE030P01017,Other Financial Services,130.7
539115,ALAN SCOTT,ALAN SCOTT INDUSTRIES LTD,10,INE273F01022,Film Production- Distribution & Exhibition,27.38
531082,ALANKIT,ALANKIT LTD,1,INE914E01040,Diversified Commercial Services,390.73
524075,ALBERTDAVD,ALBERT DAVID LTD,10,INE155C01010,Pharmaceuticals,671.02
531409,ALCHCORP,ALCHEMIST CORPORATION LTD,10,INE057D01016,Commodity Chemicals,8.2
506235,ALEMBICLTD,ALEMBIC LTD,2,INE426A01027,Residential- Commercial Projects,2425.3
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD,2,INE901L01018,Pharmaceuticals,19349.67
511463,ALEXANDER,ALEXANDER STAMPS AND COIN LTD,10,INE191N01012,Diversified,13.92
530973,ALFAICA,ALFA ICA (INDIA) LTD,10,INE042C01010,Plastic Products - Industrial,24.64
517546,ALFATRAN,ALFA TRANSFORMERS LTD,10,INE209C01015,Other Electrical Equipment,82.2
531156,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD,1,INE883B01027,Other Agricultural Products,44.86
505216,ALFREDHE,ALFRED HERBERT (INDIA) LTD,10,INE782D01027,Non Banking Financial Company (NBFC),123.04
505725,AQFINTECH,ALGOQUANT FINTECH LTD,2,INE598D01027,Other Financial Services,1041.83
531147,ALICON,ALICON CASTALLOY LIMITED,5,INE062D01024,Auto Components & Equipments,1441.77
533029,ALKALI,ALKALI METALS LTD,10,INE773I01017,Specialty Chemicals,115.01
539523,ALKEM,ALKEM LABORATORIES LTD,2,INE540L01014,Pharmaceuticals,56587.13
543453,ALKOSIGN,ALKOSIGN LTD,10,INE0KA601012,Stationary,129.04
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD,2,INE150B01039,Specialty Chemicals,10901.89
532345,ACLGATI,ALLCARGO GATI LTD,2,INE152B01027,Logistics Solution Provider,1379.24
532749,ALLCARGO,ALLCARGO LOGISTICS LTD,2,INE418H01029,Logistics Solution Provider,7154.65
543954,ATL,ALLCARGO TERMINALS LTD,2,INE0NN701020,Port & Port services,1480.81
534064,AIML,ALLIANCE INTEGRATED METALIKS LTD,1,INE123D01024,Iron & Steel Products,727.89
532875,ADSL,ALLIED DIGITAL SERVICES LTD,5,INE102I01027,IT Enabled Services,792.1
532633,ALLSEC,ALLSEC TECHNOLOGIES LTD,10,INE835G01018,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),1087.03
531400,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD,6,INE326B01027,Stockbroking & Allied,309.92
506120,ALNATRD,ALNA TRADING & EXPORTS LTD,10,INE07I701011,Trading & Distributors,0.58
521070,ALOKINDS,ALOK INDUSTRIES LTD,1,INE270A01029,Other Textile Products,13733.85
532878,ALPA,ALPA LABORATORIES LTD,10,INE385I01010,Pharmaceuticals,196.44
526397,ALPHAGEO,ALPHAGEO (INDIA) LTD,10,INE137C01018,Offshore Support Solution Drilling,227.06
543937,ALPHAIND,ALPHALOGIC INDUSTRIES LTD,10,INE0NZF01019,Other Industrial Products,208.93
542770,ALPHALOGIC,ALPHALOGIC TECHSYS LTD,5,INE08E401029,Computers - Software & Consulting,487.71
526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD,10,INE840D01015,Residential- Commercial Projects,292.91
530715,ALPSINDUS,ALPS INDUSTRIES LTD,10,INE093B01015,Other Textile Products,9.74
539277,ALSTONE,ALSTONE TEXTILES (INDIA) LTD,1,INE184S01024,Distributors,93.06
524634,ALUFLUOR,ALUFLUORIDE LTD,10,INE058F01019,Commodity Chemicals,391.49
506597,AMAL,AMAL LTD,10,INE841D01013,Specialty Chemicals,533.2
501622,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD,5,INE492N01022,Diversified Commercial Services,25.78
543804,AMANAYA,AMANAYA VENTURES LTD,10,INE0G1V01016,Precious Metals,7.72
500008,ARE&M,AMARA RAJA ENERGY & MOBILITY LTD,1,INE885A01032,Auto Components & Equipments,16302.98
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD,10,INE484D01012,Other Textile Products,124.37
538465,AMARSEC,AMARNATH SECURITIES LTD,10,INE745P01010,Non Banking Financial Company (NBFC),18.66
539196,AEL,AMBA ENTERPRISES LTD,5,INE829P01020,Other Electrical Equipment,171.36
500009,AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD,10,INE432A01017,Pharmaceuticals,379.79
519471,AMBARPIL,AMBAR PROTEIN INDUSTRIES LTD,10,INE072V01017,Edible Oil,95.85
540902,AMBER,AMBER ENTERPRISES INDIA LTD,10,INE371P01015,Household Appliances,12440.23
532335,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD,10,INE792B01012,Household Products,47.6
531978,AMBIKCO,AMBIKA COTTON MILLS LTD,10,INE540G01014,Other Textile Products,895.59
526439,AMBIT,AMBITIOUS PLASTOMAC COMPANY LTD,10,INE267C01013,Trading & Distributors,3.47
543678,AMBOAGRI,AMBO AGRITEC LTD,10,INE0N6V01016,Edible Oil,22.78
500425,AMBUJACEM,AMBUJA CEMENTS LTD,2,INE079A01024,Cement & Cement Products,121054.86
530133,AMCOIND,AMCO INDIA LTD,10,INE924B01011,Aluminium- Copper & Zinc Products,24.99
532828,AMDIND,AMD INDUSTRIES LTD,10,INE005I01014,Packaging,124.1
531681,AMERISE,AMERISE BIOSCIENCES LTD,1,INE673C01020,Plastic Products - Industrial,4.16
513117,AMFORG,AMFORGE INDUSTRIES LTD,2,INE991A01020,Auto Components & Equipments,14.13
543349,AMIORG,AMI ORGANICS LTD,10,INE00FF01017,Pharmaceuticals,4502.93
544037,AMIC,AMIC FORGING LTD,10,INE0P9J01013,Castings & Forgings,693.28
541771,AMINTAN,AMIN TANNERY LTD,1,INE572Z01017,Leather And Leather Products,29.26
506248,AMNPLST,AMINES & PLASTICIZERS LTD,2,INE275D01022,Commodity Chemicals,994.76
531300,AMITINT,AMIT INTERNATIONAL LTD,10,INE053D01015,Other Textile Products,7.81
500343,AMJLAND,AMJ LAND HOLDINGS LTD,2,INE606A01024,Residential- Commercial Projects,153.75
536737,ACFSL,AMRAPALI CAPITAL AND FINANCE SERVICES LTD,10,INE218P01018,Non Banking Financial Company (NBFC),17.79
539265,AMRAFIN,AMRAPALI FINCAP LTD,10,INE990S01016,Investment Company,17.1
526241,AMRAPLIN,AMRAPALI INDUSTRIES LTD,5,INE762C01021,Trading & Distributors,69.92
531991,AMRAAGRI,AMRAWORLD AGRICO LTD,1,INE735C01027,Other Textile Products,12.39
590006,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD,1,INE098F01031,Pharmaceuticals,1897.65
540066,AMS,AMS POLYMERS LTD,10,INE345U01019,Specialty Chemicals,8.51
501630,ANANDPROJ,ANAND PROJECTS LTD,10,INE134R01013,Civil Construction,2.29
543415,ANANDRATHI,ANAND RATHI WEALTH LTD,5,INE463V01026,Financial Products Distributor,16790.09
542721,ARL,ANAND RAYONS LTD,10,INE02GA01012,Trading - Textile Products,61.75
515055,ANANTRAJ,ANANT RAJ LIMITED-$,2,INE242C01024,Residential- Commercial Projects,11527.11
532141,ACL,ANDHRA CEMENTS LTD,10,INE666E01020,Cement & Cement Products,828.63
502330,ANDHRAPAP,ANDHRA PAPER LTD,10,INE435A01028,Paper & Paper Products,2001.82
500012,ANDHRAPET,ANDHRA PETROCHEMICALS LTD,10,INE714B01016,Commodity Chemicals,788.45
526173,ANDREWYU,ANDREW YULE & COMPANY LTD,2,INE449C01025,Tea & Coffee,2160.67
540694,ANG,ANG LIFESCIENCES INDIA LTD,10,INE236W01016,Pharmaceuticals,74.09
541006,ANGEL,ANGEL FIBERS LTD,10,INE339Z01011,Other Textile Products,56.13
543235,ANGELONE,ANGEL ONE LTD,10,INE732I01013,Stockbroking & Allied,25894.59
519383,ANIKINDS,ANIK INDUSTRIES LTD,10,INE087B01017,Trading & Distributors,153.62
531878,ANJANIFIN,ANJANI FINANCE LTD,10,INE283D01018,Non Banking Financial Company (NBFC),11.92
511153,ANJANIFOODS,ANJANI FOODS LTD,2,INE096I01021,Packaged Foods,88.77
518091,APCL,ANJANI PORTLAND CEMENT LTD,10,INE071F01012,Cement & Cement Products,553.42
531223,ANJANI,ANJANI SYNTHETICS LTD,10,INE364D01032,Other Textile Products,64.53
531673,ANKIN,ANKA INDIA LTD,10,INE067C01025,Leather And Leather Products,12.77
532870,ANKITMETAL,ANKIT METAL & POWER LTD,10,INE106I01010,Iron & Steel,56.73
542437,ANMOL,ANMOL INDIA LTD,10,INE02AR01019,Trading Coal,272.11
530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD,10,INE336D01014,Non Banking Financial Company (NBFC),11.26
531406,ANSINDUS,ANS INDUSTRIES LTD,10,INE234J01018,Other Beverages,10.9
523007,ANSALBU,ANSAL BUILDWELL LTD,10,INE030C01015,Residential- Commercial Projects,112.86
507828,ANSALHSG,ANSAL HOUSING LTD,10,INE880B01015,Residential- Commercial Projects,97.21
512091,ANSHNCO,ANSHUNI COMMERCIALS LTD,10,INE425H01016,Gems- Jewellery And Watches,0.17
501270,ANTARIKSH,ANTARIKSH INDUSTRIES LTD,10,INE825M01017,Residential- Commercial Projects,0.03
543254,AWHCL,ANTONY WASTE HANDLING CELL LTD,5,INE01BK01022,Waste Management,1437.7
506260,ANUHPHR,ANUH PHARMA LTD,5,INE489G01022,Pharmaceuticals,1169.36
530109,ANUPAM,ANUPAM FINSERV LTD,1,INE069B01023,Non Banking Financial Company (NBFC),24.86
543275,ANURAS,ANUPAM RASAYAN INDIA LTD,10,INE930P01018,Specialty Chemicals,9465.19
542865,ANUROOP,ANUROOP PACKAGING LTD,10,INE490Z01012,Packaging,24.83
532259,APARINDS,APAR INDUSTRIES LTD,10,INE372A01015,Other Electrical Equipment,27976.23
523694,APCOTEXIND,APCOTEX INDUSTRIES LTD,2,INE116A01032,Rubber,2373.72
544111,PARKHOTELS,APEEJAY SURRENDRA PARK HOTELS LTD,1,INE988S01028,Hotels & Resorts,4309.09
541133,ACFL,APEX CAPITAL AND FINANCE LTD,10,INE758W01019,Non Banking Financial Company (NBFC),27
540692,APEX,APEX FROZEN FOODS LTD,10,INE346W01013,Seafood,650.31
506166,APIS,APIS INDIA LTD,10,INE070K01014,Other Food Products,104.66
533758,APLAPOLLO,APL APOLLO TUBES LTD,2,INE702C01027,Iron & Steel Products,42966.35
517096,APLAB,APLAB LTD,10,INE273A01015,Other Electrical Equipment,100.39
523537,APMIN,APM INDUSTRIES LTD,2,INE170D01025,Other Textile Products,132.24
512437,APOLLOFI,APOLLO FINVEST (INDIA) LTD,10,INE412D01013,Non Banking Financial Company (NBFC),380.62
508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD,5,INE437A01024,Hospital,92081.85
540879,APOLLO,APOLLO MICRO SYSTEMS LTD,1,INE713T01028,Aerospace & Defense,3153.1
531761,APOLLOPIPE,APOLLO PIPES LTD,10,INE126J01016,Plastic Products - Industrial,2578.03
500877,APOLLOTYRE,APOLLO TYRES LTD,1,INE438A01022,Tyres & Rubber Products,30615.04
539545,APOORVA,APOORVA LEASING FINANCE AND INVESTMENT COMPANY LTD,10,INE217S01014,Other Financial Services,61.92
506979,APTPACK,APT PACKAGING LTD,10,INE046E01025,Packaging,20.39
532475,APTECHT,APTECH LTD,10,INE266F01018,Education,1383.71
543335,APTUS,APTUS VALUE HOUSING FINANCE INDIA LTD,2,INE852O01025,Housing Finance Company,16202.56
512344,ARAVALIS,ARAVALI SECURITIES & FINANCE LTD,10,INE068C01015,Trading & Distributors,7.2
540135,ARCFIN,ARC FINANCE LTD,1,INE202R01026,Other Financial Services,47.47
520121,ARCEEIN,ARCEE INDUSTRIES LTD,10,INE276D01012,Plastic Products - Industrial,2.95
530565,SSLFINANCE,ARCHANA SOFTWARE LTD,10,INE149B01015,Software Products,68.65
543657,ACI,ARCHEAN CHEMICAL INDUSTRIES LTD,2,INE128X01021,Specialty Chemicals,8568.69
543231,ADL,ARCHIDPLY DECOR LTD,10,INE0CHO01012,Plywood Boards/ Laminates,49.68
532994,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD,10,INE877I01016,Plywood Boards/ Laminates,234.43
532212,ARCHIES,ARCHIES LTD,2,INE731A01020,Leisure Products,114.82
524640,ARCHITORG,ARCHIT ORGANOSYS LTD,10,INE078I01011,Commodity Chemicals,95.11
543993,ARCL,ARCL ORGANICS LTD,10,INE372M01010,Commodity Chemicals,38.95
526851,AREXMIS,AREX INDUSTRIES LTD,10,INE480H01011,Other Textile Products,65
539151,ARFIN,ARFIN INDIA LTD,1,INE784R01023,Aluminium,851.36
532935,ARIES,ARIES AGRO LTD,10,INE298I01015,Fertilizers,338.37
